Time  	KZ11W:	KZ11C:	SD13L:
11:07:47 109.8	14.7	12441	

11:07:48 109.9	14.7	12452	

11:07:49 110.0	14.8	12460	

11:07:50 110.1	14.7	12474	

11:07:51 110.1	14.7	12481	

11:07:52 110.2	14.7	12493	

11:07:53 110.3	14.7	12499	

11:07:54 110.4	14.7	12506	

11:07:55 110.6	14.7	12519	

11:07:57 110.7	14.7	12527	

11:07:58 110.9	14.7	12537	

11:07:59 111.0	14.7	12543	

11:08:00 111.2	14.7	12554	

11:08:01 111.3	14.7	12561	

11:08:02 111.4	14.7	12572	

11:08:03 111.5	14.7	12580	

11:08:04 111.6	14.7	12590	

11:08:05 111.7	14.7	12598	

11:08:06 111.9	14.7	12608	

11:08:08 112.0	14.7	12616	

11:08:09 112.1	14.7	12629	

11:08:10 112.2	14.7	12637	

11:08:11 112.2	14.7	12645	

11:08:12 112.3	14.7	12655	

11:08:13 112.4	14.7	12664	

11:08:14 112.5	14.7	12676	

11:08:15 112.6	14.7	12684	

11:08:16 112.7	14.7	12698	

11:08:17 112.8	14.7	12706	

11:08:19 112.9	14.7	12719	

11:08:20 113.0	14.7	12726	

11:08:21 113.1	14.7	12740	

11:08:22 113.1	14.7	12748	

11:08:23 113.2	14.7	12754	

11:08:24 113.4	14.7	12767	

11:08:25 113.4	14.7	12776	

11:08:26 113.5	14.7	12787	

