Time  	KZ11W:	KZ11C:	SD13L:
10:22:28 96.7	18.4	9637	
10:22:30 96.1	18.4	9612	
10:22:31 95.6	18.4	9572	
10:22:32 95.2	18.4	9546	
10:22:33 95.1	18.4	9512	
10:22:34 94.7	18.4	9488	
10:22:35 94.4	18.4	9465	
10:22:36 94.0	18.4	9432	
10:22:37 93.7	18.4	9409	
10:22:38 93.4	18.4	9378	
10:22:40 93.3	18.4	9357	
10:22:41 93.0	18.4	9330	
10:22:42 92.7	18.4	9312	
10:22:43 92.6	18.4	9288	
10:22:44 92.2	18.4	9273	
10:22:45 92.1	18.4	9252	
10:22:46 91.9	18.4	9240	
10:22:47 91.7	18.4	9221	
10:22:48 91.5	18.4	9207	
10:22:50 91.3	18.4	9189	
10:22:51 91.2	18.4	9179	
10:22:52 91.0	18.4	9162	
10:22:53 90.9	18.4	9152	
10:22:54 90.8	18.4	9137	
10:22:55 90.7	18.4	9128	
10:22:56 90.5	18.4	9116	
10:22:57 90.4	18.4	9107	
10:22:58 90.3	18.3	9099	
10:22:59 90.2	18.3	9087	
10:23:01 90.1	18.3	9077	
10:23:02 90.0	18.3	9064	
10:23:03 89.8	18.3	9055	
10:23:04 89.7	18.3	9041	
10:23:05 89.6	18.3	9031	
10:23:06 89.5	18.3	9019	
10:23:07 89.3	18.3	9013	
10:23:08 89.3	18.3	9003	
10:23:09 89.2	18.3	8995	
10:23:11 89.1	18.3	8986	
10:23:12 89.0	18.3	8979	
10:23:13 88.9	18.3	8969	
10:23:14 88.7	18.3	8964	
10:23:15 88.7	18.3	8955	
10:23:16 88.6	18.3	8949	
10:23:17 88.5	18.3	8941	
10:23:18 88.3	18.3	8933	
10:23:19 88.3	18.3	8927	
10:23:21 88.2	18.3	8924	
10:23:22 88.1	18.2	8922	
10:23:23 88.0	18.2	8917	
10:23:24 88.0	18.2	8914	
10:23:25 87.9	18.2	8909	
10:23:26 87.8	18.2	8907	
10:23:27 87.7	18.2	8901	
10:23:28 87.7	18.2	8898	
10:23:29 87.6	18.2	8894	
10:23:30 87.5	18.2	8889	
10:23:32 87.5	18.2	8886	
10:23:33 87.4	18.2	8883	
10:23:34 87.4	18.2	8880	
10:23:35 87.3	18.2	8879	
10:23:36 87.3	18.2	8876	
10:23:37 87.2	18.2	8874	
10:23:38 87.1	18.2	8872	
10:23:39 87.1	18.2	8870	
10:23:40 87.0	18.2	8868	
10:23:42 86.9	18.2	8864	
10:23:43 86.8	18.2	8862	
10:23:44 86.8	18.2	8858	
10:23:45 86.7	18.1	8855	
10:23:46 86.6	18.1	8849	
10:23:47 86.6	18.1	8845	
10:23:48 86.4	18.1	8838	
10:23:49 86.3	18.1	8833	
10:23:50 86.2	18.1	8827	
10:23:52 86.1	18.1	8822	
10:23:53 86.0	18.1	8815	
10:23:54 85.9	18.1	8810	
10:23:55 85.8	18.1	8801	
10:23:56 85.7	18.1	8794	
10:23:57 85.6	18.1	8784	
10:23:58 85.5	18.1	8778	
10:23:59 85.4	18.1	8768	
10:24:00 85.4	18.1	8762	
10:24:02 85.3	18.1	8751	
10:24:03 85.2	18.1	8743	
10:24:04 85.1	18.1	8736	
10:24:05 85.0	18.1	8727	
10:24:06 84.9	18.1	8718	
10:24:07 84.8	18.1	8707	
10:24:08 84.7	18.1	8700	
10:24:09 84.6	18	8687	
10:24:10 84.5	18	8678	
10:24:11 84.4	18	8665	
10:24:13 84.3	18	8656	
10:24:14 84.2	18	8642	
10:24:15 84.1	18	8634	
10:24:16 84.0	18	8623	
10:24:17 83.9	18	8617	
10:24:18 83.8	18	8607	
10:24:19 83.7	18	8600	
10:24:20 83.7	18	8591	
10:24:21 83.6	18	8586	
10:24:23 83.5	18	8576	
10:24:24 83.5	18	8570	
10:24:25 83.4	18	8561	
10:24:26 83.3	18	8555	
10:24:27 83.3	18	8548	
10:24:28 83.2	18	8540	
10:24:29 83.2	18	8534	
10:24:30 83.1	18	8525	
10:24:31 83.1	18	8518	
10:24:33 83.0	18	8507	
10:24:34 82.9	18	8499	
10:24:35 82.9	18	8490	
10:24:36 82.8	18	8484	
10:24:37 82.7	18	8473	
10:24:38 82.7	17.9	8466	
10:24:39 82.6	17.9	8454	
10:24:40 82.6	17.9	8446	
10:24:41 82.5	17.9	8434	
10:24:42 82.4	17.9	8426	
10:24:44 82.3	17.9	8415	
10:24:45 82.2	17.9	8405	
10:24:46 82.1	17.9	8396	
10:24:47 82.1	17.9	8381	
10:24:48 81.9	17.9	8372	
10:24:49 81.8	17.9	8354	
10:24:50 81.7	17.9	8343	
10:24:51 81.6	17.9	8325	
10:24:52 81.5	17.9	8314	
10:24:53 81.3	17.9	8298	
10:24:55 81.2	17.9	8287	
10:24:56 81.0	17.9	8273	
10:24:57 80.9	17.9	8261	
10:24:58 80.7	17.9	8246	
10:24:59 80.6	17.9	8233	
10:25:00 80.4	17.9	8222	
10:25:01 80.3	17.9	8204	
10:25:02 80.1	17.9	8193	
10:25:03 80.0	17.8	8175	
10:25:04 79.8	17.8	8163	
10:25:06 79.7	17.8	8146	
10:25:07 79.5	17.8	8135	
10:25:08 79.3	17.8	8118	
10:25:09 79.2	17.8	8107	
10:25:10 79.0	17.8	8092	
10:25:11 78.9	17.8	8082	
10:25:12 78.7	17.8	8066	
10:25:13 78.5	17.8	8056	
10:25:14 78.3	17.8	8044	
10:25:16 78.1	17.8	8035	
10:25:17 78.0	17.8	8024	
10:25:18 77.8	17.8	8018	
10:25:19 77.7	17.8	8014	
10:25:20 77.6	17.8	8007	
10:25:21 77.5	17.8	8004	
10:25:22 77.4	17.8	8000	
10:25:23 77.2	17.8	8000	
10:25:24 77.1	17.8	8000	
10:25:25 77.1	17.8	8003	
10:25:27 77.1	17.8	8011	
10:25:28 77.1	17.8	8018	
10:25:29 77.2	17.8	8032	
10:25:30 77.2	17.8	8044	
10:25:31 77.3	17.7	8065	
10:25:32 77.4	17.8	8080	
10:25:33 77.6	17.7	8105	
10:25:34 77.8	17.7	8122	
10:25:35 78.1	17.7	8142	
10:25:37 78.3	17.7	8173	
10:25:38 78.7	17.7	8198	
10:25:39 79.0	17.7	8236	
10:25:40 79.3	17.7	8264	
10:25:41 80.1	17.7	8308	
10:25:42 80.3	17.7	8338	
10:25:43 80.8	17.7	8385	
10:25:44 81.2	17.7	8416	
10:25:45 81.7	17.7	8468	
10:25:47 82.1	17.7	8504	
10:25:48 82.8	17.7	8561	
10:25:49 83.5	17.7	8600	
10:25:50 83.8	17.7	8660	
10:25:51 84.5	17.7	8701	
10:25:52 84.9	17.7	8759	
10:25:53 85.6	17.7	8795	
10:25:54 85.7	17.7	8851	
10:25:55 86.6	17.7	8885	
10:25:56 87.0	17.7	8938	
10:25:58 87.5	17.7	8977	
10:25:59 88.1	17.7	9016	
10:26:00 88.5	17.7	9077	
10:26:01 89.2	17.7	9117	
10:26:02 89.8	17.7	9175	
10:26:03 90.2	17.6	9214	
10:26:04 91.0	17.7	9271	
10:26:05 91.4	17.6	9306	
10:26:06 92.1	17.6	9358	
10:26:08 92.7	17.6	9391	
10:26:09 93.3	17.6	9438	
10:26:10 93.6	17.6	9469	
10:26:11 94.3	17.6	9512	
10:26:12 94.6	17.6	9543	
10:26:13 95.1	17.6	9586	
10:26:14 95.7	17.6	9615	
10:26:15 96.1	17.6	9656	
10:26:16 96.6	17.6	9683	
10:26:18 96.9	17.6	9723	
10:26:19 97.5	17.6	9749	
10:26:20 97.8	17.6	9792	
10:26:21 98.3	17.6	9819	
10:26:22 98.8	17.6	9859	
10:26:23 99.4	17.6	9887	
10:26:24 99.7	17.6	9914	
10:26:25 100.1	17.6	9953	
10:26:26 100.5	17.6	9980	
10:26:27 101.0	17.6	10017	
10:26:29 101.4	17.6	10044	
10:26:30 101.8	17.6	10079	
10:26:31 102.2	17.6	10102	
10:26:32 102.3	17.6	10132	
10:26:33 102.7	17.6	10155	
10:26:34 103.2	17.6	10185	
10:26:35 103.4	17.6	10204	
