Time  	KZ11W:	KZ11C:	SD13L:
10:10:41 411.0	19.8	32094	
10:10:42 417.1	19.8	32316	
10:10:44 424.3	19.8	32762	
10:10:45 429.8	19.8	32950	
10:10:46 432.7	19.8	32979	
10:10:47 433.6	19.8	32882	
10:10:48 429.7	19.8	32326	
10:10:49 425.5	19.8	32090	
10:10:50 417.9	19.9	31235	
10:10:51 404.1	19.8	30219	
10:10:52 386.6	19.9	28685	
10:10:54 367.6	19.9	27822	
10:10:55 352.7	19.9	26552	
10:10:56 328.9	19.8	24674	
10:10:57 298.8	19.8	22775	
10:10:58 282.7	19.8	22749	
10:10:59 289.9	19.8	24436	
